Operators	MIMO_layers
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	2.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	2.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	2.0
O_Sp100	2.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	2.0
O_Sp100	2.0
O_Sp100	2.0
O_Sp100	2.0
O_Sp100	2.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	3.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
O_Sp100	4.0
